partitionid,dataspaceid,repositoryid,alertid,title,alertkey,severity,component_type,sources
7,1942,97103,273485,CVE-2015-9236,v2:c9a6f35f-b7c3-40b6-b59c-4e86d3d5f9c0,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2015-9236""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2015-9236""}}"
7,1942,97103,273483,CVE-2016-10543,v2:6147cbe2-9fe3-4f8d-9b0a-6bc06920f0dd,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-10543""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10543""}}"
7,1791,83,478,CVE-2011-4969,v2:669ac296-b660-4d18-bb4d-6ea5a0abc62e,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2011-4969""}}"
7,2019,47222,3871220,GHSA-7543-mr7h-6v86,v6:54e6bc716f2546fe9b75188318d0ba06,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/791""}}"
7,1792,16,3637811,GHSA-388g-jwpg-x6j4,v6:56b1ec3d01554f31848e1c8db68eebe1,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/swagger-api/swagger-ui/issues/3163""}}"
7,1791,104031,3500635,CVE-2020-7684,v6:51ab16b59aff48eea3be24e835801fab,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-7684""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-7684""}}"
7,1791,1108,7891,CVE-2016-10707,v2:1736a74f-d721-4262-98e7-2d5dabc2c6bb,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10707""}}"
7,1791,1326,2265208,CST-E has determined that this component is not generally safe to use.,v6:fcaaf6f303594fb399df19a503162ffc,1,2,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2F%40types%2Fdagre%2Freview-1.md""}}"
7,1791,132260,2962805,CVE-2019-1010091,v6:a81d668498ef46e09bd7ed76570312fb,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/tinymce/tinymce/security/advisories/GHSA-c78w-2gw7-gjv3""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-1010091""}}"
7,1791,528,872513,WS-2017-0114,v2:94a91249-7202-4ad5-9aa5-b16573c11b2e,1,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/f35f334bd3197585bdf034f4b6d9ffa3122dac62""}}"
7,1791,528,872518,WS-2018-0002,v2:f844f46c-bb0f-4190-a616-0738e4d99d7b,3,2,"{""WhiteSource"":{""Url"":""https://github.com/angular/angular.js/commit/e3f78c17d3b5d3a714402d7314094aabe7f6512a""}}"
7,1791,193,767,WS-2017-0211,v2:e8fe12ab-85d8-417c-b046-13825b446eb9,2,1,"{""WhiteSource"":{""Url"":""https://technet.microsoft.com/en-us/library/security/3214296.aspx""}}"
7,1791,236,1418,CVE-2016-10541,v2:265ddaaa-4ec9-44bc-be0d-1df2078f60a4,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-10541""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10541""}}"
7,1791,236,1380,CVE-2017-16022,v2:6aab530d-c068-49bc-93b7-5dc813331841,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-16022""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-16022""}}"
7,1791,141,3635608,GHSA-9r7h-6639-v5mw,v6:6146a660379e4c228a6a7ea967247bb9,2,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/dimpu/ngx-md/issues/129""}}"
7,1793,98011,2268288,CVE-2018-6758,v6:3979410153ab4d6b89ee383cc7f1bea5,2,8,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-6758""}}"
7,1798,392,2839,CVE-2017-16021,v2:e5d01ee2-5edf-4902-aa78-d3488ab57e7c,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-16021""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-16021""}}"
7,1800,99349,5535612,CST-E has determined that this component is not generally safe to use.,v6:877fc7a5c7774899ac1b3dc8f9428ff1,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmds-dataaccessclient%2Freview-1.md""}}"
7,1910,117957,3514647,Regular Expression Denial of Service,v6:e21619fe5f4e4cd6851e5cf67e886b3c,0,2,"{""NpmAudit"":{""Url"":""https://npmjs.com/advisories/1330""}}"
7,1791,114066,6010133,CST-E has determined that this component is not generally safe to use.,v6:5c3d423962854c1092f99fcd85cd93e8,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
7,1791,99348,591577,WS-2018-0009,v2:13d0ed3b-f210-41d7-9572-37a3017fc1f5,2,1,"{""WhiteSource"":{""Url"":""https://docs.microsoft.com/en-us/security-updates/SecurityAdvisories/2016/3181759""}}"
7,1796,633,6191889,spin.js Content Security Policy (CSP) Interaction Unspecified XSS,v6:132613968d824186a47013b9fe3913cd,1,4,"{""VulnDB"":{""Url"":""https://github.com/fgnass/spin.js""}}"
7,1796,633,6191890,CVE-2020-8927,v6:c4389d385fcb40f8a332380eb08bbc66,1,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2020-8927""}}"
7,1796,162080,5876362,CST-E has determined that this component is not generally safe to use.,v6:33f597caa1db413ab12f6fc4d9cd7e38,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876341,CST-E has determined that this component is not generally safe to use.,v6:c23b16443d0044a4bd1a19f465b73f53,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876350,CST-E has determined that this component is not generally safe to use.,v6:8df79cd7414f427396e4baac6317b350,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876343,CST-E has determined that this component is not generally safe to use.,v6:7c2f499a5927444eb0ccc85f2ff30d44,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876344,CST-E has determined that this component is not generally safe to use.,v6:0a91989aaac1475fb0fc9e863d321f2d,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1793,98011,289701,CVE-2017-7233,v2:bdd7259f-71d0-4380-936e-00d057441695,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-7233""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-7233""}}"
7,1793,98011,289702,CVE-2017-7234,v2:0885e76d-95bb-467b-9a11-0a563268426d,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-7234""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-7234""}}"
7,1791,103916,5285346,CST-E has determined that this component is not generally safe to use.,v6:b40d63963e6842dc92c2d4ed57496adc,2,1,"{""TwC"":{""Url"":""https://github.com/ossf/security-reviews/blob/main/reviews/nuget/redis-64/review-1.md""}}"
7,1791,103917,5535404,CST-E has determined that this component is not generally safe to use.,v6:b98eb79634f34aa89f8c219b411980e7,3,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmds-dataaccessclient%2Freview-1.md""}}"
7,1792,104135,2646181,CVE-2017-17068,v6:931cfa6fea91446caeb1b9b48b9dd74a,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-17068""}}"
7,1791,675,320363,CVE-2018-3749,v2:a666d744-81ef-4781-b769-18caef823674,3,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-3749""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-3749""}}"
7,1791,321,7543208,CVE-2022-34716,v6:60d452d4076643a68e84e46a034725b8,1,1,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-34716""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-34716""}}"
7,1791,584,4098,CVE-2017-9424,v2:7caca5b0-8e48-447a-97e3-4d781d8d330e,2,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-9424""}}"
7,1791,1382,7282309,CST-E has determined that this component is not generally safe to use.,v6:fa8c034e5fc14839b90322fba7deacc4,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fswagger-ui%2Freview-2.md""}}"
7,1791,145715,7281720,CVE-2022-30184,v6:d1fc199af3924c46b9c6e7fafc7b7ee2,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-30184""}}"
7,1791,826,1678208,CVE-2019-10745,v2:07e1e1c3-519e-4613-88e2-a2f93c2e66dc,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-10745""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-10745""}}"
7,1791,826,278135,CVE-2018-3720,v2:62022688-fbce-42ea-96e8-97888b2c7017,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-3720""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-3720""}}"
7,1791,132069,7349399,CST-E has determined that this component is not generally safe to use.,v6:d3202c2124bc46c1b64969b6ec403e88,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fswagger-ui%2Freview-2.md""}}"
7,1791,1382,7282312,CST-E has determined that this component is not generally safe to use.,v6:b06d5f0441d548cf84909cc5a6d9cc57,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fswagger-ui%2Freview-2.md""}}"
7,1791,613,4289,CVE-2016-10518,v2:4b24b34d-7390-4494-bf02-a9c6900d42a2,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-10518""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10518""}}"
7,1791,753,2235239,CVE-2018-8899,v6:439b8310ce634aa99283fc9d219e058c,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-8899""}}"
7,1791,826,281593,CVE-2018-3722,v2:564617e7-d3d6-4f16-9c2c-d5d07d078af0,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-3722""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-3722""}}"
7,1792,104135,2646182,CVE-2018-6874,v6:958a46c3054c49a5810047b0d471bc35,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-6874""}}"
7,1791,1445,6014933,CST-E has determined that this component is not generally safe to use.,v6:18d58018866246a09e8a988d45478ea9,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
7,1792,47547,3991052,CST-E has determined that this component is not generally safe to use.,v6:29fb3008b56642b89779fd9d656f78e8,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fgithub%2Fhhatto%2Fpyrapidjson%2Freview-2.md""}}"
7,1793,98011,2268123,CVE-2017-12794,v6:99a4842ff9494e8c8dc47c95d611b1a8,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-12794""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-12794""}}"
7,1793,98011,289709,CVE-2016-10516,v2:22eaba99-b944-4267-a296-230c7619ee65,1,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-10516""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10516""}}"
7,1969,103921,8188805,CVE-2020-2099,v6:98648c51b250406daea3cb40175c7c2b,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-2099""}}"
7,1969,103921,8205616,CVE-2020-2104,v6:bed83f914db0480f94737ac2bc7d71d7,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-2104""}}"
7,1796,162080,5876365,CST-E has determined that this component is not generally safe to use.,v6:af0f0e342a124f18851074bf0b4f4927,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876364,CST-E has determined that this component is not generally safe to use.,v6:e496cc81e7bc45ba9177a82e134bb6f4,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1791,104453,3635025,GHSA-4f9m-pxwh-68hg,v6:b509365c5a6842e5a79afa11ac7b2b16,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/swagger-api/swagger-ui/pull/5190""}}"
7,1796,162080,5876351,CST-E has determined that this component is not generally safe to use.,v6:531ee2518eb649608010575eb97d618a,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1796,162080,5876352,CST-E has determined that this component is not generally safe to use.,v6:22b0a18bf93b4b49b68e6cee67e20a91,1,4,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Faspnet.scriptmanager.jquery%2Freview-1.md""}}"
7,1791,916,6012303,CST-E has determined that this component is not generally safe to use.,v6:e9ba3ef2812646438c8fb8858182ab64,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
7,1791,111746,7160302,CST-E has determined that this component is not generally safe to use.,v6:bda08797516d42e58a81a8f652152efd,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
7,1969,103921,4944834,CVE-2021-21648,v6:bfd04fb188db4fbcb33e39255c4c16a4,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-21648""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-21648""}}"
7,1969,104248,7350162,CVE-2022-20616,v6:eb44e82704544c5ea65b7de669321e97,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-20616""}}"
7,1796,162080,7200895,CVE-2019-0773,v6:c5c622baf36d4be28b1b40531e3db2b8,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0773""}}"
7,1796,162080,7200890,CVE-2019-0771,v6:1bc06a11b0a14a97be73f07b68637582,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0771""}}"
7,1796,162080,7200891,CVE-2019-0592,v6:4dc65f3ecdc246f28b052bb6da204372,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0592""}}"
7,1796,162080,7200892,CVE-2019-0611,v6:4f5391cdb98d4dcba379e6897ce90a98,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0611""}}"
7,1796,162080,7200893,CVE-2019-0746,v6:6ff3efc2bd9c482fafd3bbf034ac87e1,1,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0746""}}"
7,1969,104248,6627072,CVE-2022-25173,v6:c5efc8d4b38a4106a253ef69997d0ca7,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-25173""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-25173""}}"
7,1969,104248,7259897,CVE-2019-1003041,v6:ea89d7bad87c43acbfe2550a087a14c1,3,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-1003041""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-1003041""}}"
7,1969,104251,8041829,CVE-2022-45380,v6:08f1cb191a514c2db535d5fcef504905,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-45380""}}"
7,1969,103921,8109478,CVE-2022-34171,v6:f0140a330b9543219c942756af050392,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-34171""}}"
7,1969,103921,8173540,CVE-2020-2100,v6:d99bb934535949799ea7d46b728a48e5,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-2100""}}"
7,1969,103921,8177400,CVE-2020-2105,v6:1f37bba8801f4101a3a08e4b44373e24,0,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-2105""}}"
7,1796,162080,7200894,CVE-2019-0609,v6:b655ca27e630430aafd2d554b8c92451,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0609""}}"
7,1796,162080,7200896,CVE-2019-0639,v6:ecd4900f2c8041ffa63a524af65bcfc9,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0639""}}"
7,1796,162080,7200897,CVE-2019-0769,v6:f3ff5afb25a944099da060f5d74eafed,2,4,"{""VulnDB"":{""Url"":""http://cve.mitre.org/cgi-bin/cvename.cgi?name=2019-0769""}}"
7,1969,104251,7411312,CVE-2018-8718,v6:d0a70cfe909c4e0fb4eacee144a2bc97,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-8718""}}"
7,2089,105477,7310165,CST-E has determined that this component is not generally safe to use.,v6:e2e08eb4f5f441139aa5d259c22412ee,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnpm%2Fswagger-ui%2Freview-2.md""}}"
7,1969,104251,6878394,CVE-2022-29036,v6:6d48d211b2df4278a133cf8b04e6ece3,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-29036""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-29036""}}"
7,1969,103921,1617868,CVE-2019-10320,v2:b136a8f2-42bc-4eab-8127-c91f30afb461,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-10320""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-10320""}}"
7,1791,236,3625996,GHSA-x9hc-rw35-f44h,v6:b8c8c8a448864fb4bae62fd77d547140,2,2,"{""GitHubAdvisories"":{""Url"":""https://www.npmjs.com/advisories/758""}}"
7,1969,104248,6627071,CVE-2022-25180,v6:3460b5c89f434ea0b55713e17c0312e6,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-25180""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-25180""}}"
7,1969,104248,6627070,CVE-2022-25176,v6:04f1d1a98b884974bd476825a02e4f51,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-25176""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-25176""}}"
7,1797,119615,1602525,CVE-2018-18314,v2:544a85c9-f076-4bf0-aeb4-dff56ab9e5b5,2,1,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-18314""}}"
7,1797,119615,1727380,CVE-2017-10789,v2:279f4109-e28e-4f02-9b70-e77bbfac7077,1,1,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10789""}}"
7,1797,119615,2820890,CVE-2018-10860,v2:e8df5c94-5529-42b7-9ce9-c9faf5537ca2,1,1,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-10860""}}"
