partitionid,dataspaceid,repositoryid,alertid,title,alertkey,severity,component_type,sources
4,11,24,75048,CST-E has determined that this component is not generally safe to use.,v6:fee7a3301cb947ce82a45c82807cdc9a,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2FdSMS%2Freview-1.md""}}"
4,11,24,64014,CST-E has determined that this component is not generally safe to use.,v6:c5734d6086974e8c9cf700d6e6af36aa,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fprotobuf-net%2Freview-2.md""}}"
4,11,24,82304,CST-E has determined that this component is not generally safe to use.,v6:1130d47335f249e28a7dfb0ff3d91e89,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82302,CST-E has determined that this component is not generally safe to use.,v6:4895e9e7adc643f6914e717b133b0896,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82299,CST-E has determined that this component is not generally safe to use.,v6:2f8fcd2208e74d96939a061a074af793,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82300,CST-E has determined that this component is not generally safe to use.,v6:d22cc61bb5ed4e5dbe03f81578a8f7c1,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82305,CST-E has determined that this component is not generally safe to use.,v6:e60942fcb1fe47d99c1b364472acf362,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82301,CST-E has determined that this component is not generally safe to use.,v6:966aecbbd4e042feb353b96a83987ba3,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82297,CST-E has determined that this component is not generally safe to use.,v6:63334306a457416bb705f6761009ed82,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,24,82303,CST-E has determined that this component is not generally safe to use.,v6:104252cfde514deabb156ac2c31b6a42,2,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2Fmicrosoft.esrpclient%2Freview-1.md""}}"
4,11,27,85008,CVE-2022-0437,v6:a9b8a07e7c9d42e9ad67fbe80d279c1b,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-0437""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-0437""}}"
4,11,27,85007,CVE-2021-23495,v6:95da177e1f3c4170a4703dfbb4a21094,1,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-23495""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-23495""}}"
4,11,27,85006,CVE-2022-21704,v6:fa1568b7c865437eb0f551e8c3063b6c,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/log4js-node/log4js-node/security/advisories/GHSA-82v2-mx6x-wq7q""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21704""}}"
4,11,27,13886,CVE-2017-11879,v2:0e7c6d7b-21f7-48d9-8867-6230e4bea1c6,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-11879""}}"
4,11,27,72212,CVE-2021-3711,v6:a318178b05464d8a9a6dbbf147b14e8f,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2021-3711""}}"
4,11,27,86200,CVE-2022-1292,v6:8ec3f8af5b724399ae9f7e53bd805dee,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2022-1292""}}"
4,11,27,72211,CVE-2021-3712,v6:56eb1f216ed84d1e89a0cf865796de70,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2021-3712""}}"
4,11,27,57453,CVE-2020-8285,v6:d3557b148c094dd5b2cdfbaa416ff98e,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8285""}}"
4,11,27,57452,CVE-2020-8284,v6:a44f121f399a45cfb6afab852cb4274a,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8284""}}"
4,11,27,57451,CVE-2020-8231,v6:a561aee21cbf4254b69629fb6e16bacf,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8231""}}"
4,11,27,57450,CVE-2020-8177,v6:597082ef1bda4568a50c5e19d0e8dabc,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8177""}}"
4,11,27,57454,CVE-2020-8286,v6:63d4095717f74b98998b548f93725f5f,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8286""}}"
4,11,27,57449,CVE-2020-8169,v6:8dcc147f6e90496f8c8237e9f5e3bd9f,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2020-8169""}}"
4,11,27,57455,CVE-2021-22876,v6:5e24acdf1cef435eb5dd4631b555ce14,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2021-22876""}}"
4,11,27,57456,CVE-2021-22890,v6:793e9d7470434fcaaae105f45b8331ad,1,13,"{""Debian"":{""Url"":""https://security-tracker.debian.org/tracker/CVE-2021-22890""}}"
4,11,27,86766,CVE-2022-1929,v6:e1b8e8f26cc249d3940a5888b5572c5e,0,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-1929""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-1929""}}"
4,11,27,85685,CVE-2022-26924,v6:e4c58909d6d84ee09d9015c828583219,2,1,"{""GitHubAdvisories"":{""Url"":""https://github.com/microsoft/reverse-proxy/security/advisories/GHSA-8xc6-g8xw-h2c4""}}"
4,11,36,56399,CVE-2020-7788,v6:574e1403b24d49929296661172bdbc12,2,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7788""}}"
4,11,36,77311,CST-E has determined that this component is not generally safe to use.,v6:841aa1bc844a47eaa559ad1777c237b2,1,1,"{""TwC"":{""Url"":""https://dev.azure.com/OneCST/SecurityEngineering/_git/OSS-Security-Reviews?path=%2Freviews%2Fnuget%2F7-zip.commandline%2Freview-1.md""}}"
4,11,67,44308,CVE-2020-0605,v6:c5e6e214cd434b34b2583bfa3c9fab56,3,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-0605""}}"
4,11,67,44307,CVE-2020-0606,v6:0a689d262937408ca71938f767588ad7,3,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-0606""}}"
4,11,199,3550,CVE-2016-10707,v2:1736a74f-d721-4262-98e7-2d5dabc2c6bb,1,1,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10707""}}"
4,11,215,85085,CVE-2017-11770,v6:daf434ad00e949f1a6cdfe1e02b2ccb1,2,1,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2017-11770""}}"
4,11,221,59758,CVE-2021-3520,v6:76abd0e41815419fb4915c3dcda5b8c7,1,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-3520""}}"
4,11,221,20492,CVE-2016-3189,v6:d5621b87056845cca6967e32782b221f,1,9,"{""WhiteSource"":{""Url"":""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-3189""}}"
4,11,255,48002,CVE-2020-15215,v6:a7ba9fe7db1e4d41946ee7efa9e3774e,0,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/electron/electron/security/advisories/GHSA-56pc-6jqp-xqj8""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-15215""}}"
4,11,255,52945,CVE-2020-26272,v6:bb847e6d835f4cf3ab47fe0688e18807,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/electron/electron/security/advisories/GHSA-hvf8-h2qh-37m9""}}"
4,11,255,68520,GHSA-8w57-jfpm-945m,v6:e2df1b921b4c469e9bb4581ccd215ddd,2,2,"{""GitHubAdvisories"":{""Url"":""https://hackerone.com/reports/321631""}}"
4,11,255,84895,CVE-2022-26183,v6:d84e9442df594d629d08f691290c1bea,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-26183""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-26183""}}"
4,11,255,84151,CVE-2022-26183,v6:10b747df78694a9d828e7fa47248570d,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-26183""}}"
4,11,255,68872,GHSA-hxwm-x553-x359,v6:ba6a02db517245a7bf515e1bdd4409fd,1,2,"{""GitHubAdvisories"":{""Url"":""https://github.com/npm/git/security/advisories/GHSA-hxwm-x553-x359""}}"
4,11,269,69429,CVE-2020-1913,v6:2121792d6d36415dac9d2aeddcdf1dea,1,2,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-1913""}}"
4,11,269,69430,CVE-2020-1912,v6:70a1b201b56c4ad3a1909d611bd7cb06,1,2,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-1912""}}"
4,11,269,66446,CVE-2021-27376,v6:bdb98c6403214d849e5a57211f9b1025,2,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-27376""}}"
4,11,269,66691,CVE-2021-33813,v6:f41de1dd31c24a578f9940ec50381275,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-33813""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-33813""}}"
4,11,269,66451,CVE-2020-35884,v6:aae950c4501548299cc8fca514889cd1,1,7,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-35884""}}"
4,11,269,74846,CVE-2021-40978,v6:e6a77c71d56b4f638e5247e28b92ae1c,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-40978""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-40978""}}"
4,11,269,82413,CVE-2022-0845,v6:34d170fb38284cca81fee507ea43fa4a,3,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-0845""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-0845""}}"
4,11,269,78197,CVE-2021-4118,v6:f18ddf9d5e66499385869234c3990390,2,8,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-4118""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-4118""}}"
4,11,269,62295,CVE-2018-1000632,v2:1dfda27e-ade2-423e-b793-6add0131db2e,2,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-1000632""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-1000632""}}"
4,11,269,62294,CVE-2020-10683,v6:f34269eeff11445bb9eaedaac7b7cd65,3,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-10683""}}"
4,11,269,62237,CVE-2020-13955,v6:730a76ad522b427fbc95c78c1a3da5b1,1,3,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-13955""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-13955""}}"
4,11,269,75676,CVE-2021-38153,v6:6188cc5cf91c40038219f3de60967ad9,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-38153""}}"
4,11,269,78196,CVE-2021-44548,v6:662177f0c70b425db259dd6915633e9b,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-44548""}}"
4,11,269,72982,CVE-2021-32827,v6:468db02f3db44d169341187a63b21fc2,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-32827""}}"
4,11,269,62157,CVE-2021-23354,v6:6879b2fa9d6642528e3122d9fb2e6968,2,2,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2021-23354""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-23354""}}"
4,11,269,63215,CVE-2016-10744,v6:00fb37447c0a4c0297533cf8ddc533c0,1,2,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-10744""}}"
4,11,269,80619,CVE-2022-23568,v6:ea9ce6f067d9459aa5fdbf79760b07ed,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6445-fm66-fvq2""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-23568""}}"
4,11,269,76742,CVE-2021-41224,v6:d2c067f1641342968b02e1094ec03a7c,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rg3m-hqc5-344v""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41224""}}"
4,11,269,80743,CVE-2022-21737,v6:e420a67534ef4c4db0c662745ccd625e,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f2vv-v9cg-qhh7""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21737""}}"
4,11,269,80735,CVE-2022-21735,v6:4f2d3f6919834f14a64957c43e371916,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-87v6-crgm-2gfj""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21735""}}"
4,11,269,76746,CVE-2021-41200,v6:a04c22d2170c4b13b9ac9b1a9c625f56,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh8h-7j2j-qv4f""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41200""}}"
4,11,269,80730,CVE-2022-21732,v6:0cd2d73105ab4bb2b1037eb4f05771b2,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c582-c96p-r5cq""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21732""}}"
4,11,269,76740,CVE-2021-41204,v6:b9af821c9174415c9b52ad7b4d43d72c,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-786j-5qwq-r36x""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41204""}}"
4,11,269,76751,CVE-2021-41223,v6:26822bc90b854bda8a8cee248f70a60d,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f54p-f6jp-4rhr""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41223""}}"
4,11,269,76735,CVE-2021-41208,v6:9da1fa81dbcb452da762cf0abfaa1315,3,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-57wx-m983-2f88""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41208""}}"
4,11,269,76739,CVE-2021-41226,v6:064a9cec571f4078ad940935a4b51b30,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-374m-jm66-3vj8""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41226""}}"
4,11,269,80737,CVE-2022-21740,v6:8d6d1b549bcc412fb041c3eddc4367ae,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-44qp-9wwf-734r""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21740""}}"
4,11,269,80733,CVE-2022-21738,v6:32ae02e62b694fc2a324b66339b2b4a4,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4qx-4fjv-hmw6""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21738""}}"
4,11,269,81022,CVE-2022-23594,v6:46d24b1bebd04eacb7d872e318ddc339,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9x52-887g-fhc2""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-23594""}}"
4,11,269,76761,CVE-2021-41197,v6:8c5820e838414e0c89bc50ab9948d80f,0,8,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41197""}}"
4,11,269,76756,CVE-2021-41209,v6:ff1d1578a85e4aab8d85e65a553209f2,1,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6hpv-v2rx-c5g6""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-41209""}}"
4,11,269,80736,CVE-2022-21730,v6:6198cdcab6d64d258e1f6ea3a0100826,2,8,"{""GitHubAdvisories"":{""Url"":""https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vjg4-v33c-ggc4""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-21730""}}"
4,11,269,81026,CVE-2022-23592,v6:89bf859a34814e83bf0ce694904faf8b,1,8,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-23592""}}"
4,11,269,81268,WS-2022-0073,v6:07cba131b1f447fba25b5ac9431f911d,3,8,"{""WhiteSource"":{""Url"":""https://github.com/advisories/GHSA-h6gw-r52c-724r""}}"
4,11,269,86059,GHSA-fmx4-26r3-wxpf,v6:b16526b8cc584bc4acc8dcf5fbb30576,2,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/github/cmark-gfm/security/advisories/GHSA-mc3g-88wq-6f4x""}}"
4,11,269,86060,WS-2022-0093,v6:e4e8311ea36d4dcdbd151d2029be67f7,2,6,"{""WhiteSource"":{""Url"":""https://github.com/gjtorikian/commonmarker/commit/ab4504fd17460627a6ab255bc3c63e8e5fc6aed3""}}"
4,11,269,78182,CVE-2021-43797,v6:1809d60472e844e59abf6ca7cbcc199f,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-43797""}}"
4,11,269,62069,CVE-2016-5001,v2:7146fcf4-6f66-4fbb-ad75-539384307a6c,0,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-5001""}}"
4,11,269,62073,CVE-2018-11768,v2:ed2747e6-a647-4bee-999e-64edae10ce72,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2018-11768""}}"
4,11,269,62072,CVE-2017-3162,v2:13740804-1488-433d-ab52-b3392bda00cd,2,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-3162""}}"
4,11,269,62071,CVE-2017-3161,v2:f8391863-a5fa-4d93-b87a-6845c09d3fba,1,3,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2017-3161""}}"
