PartitionId,DataspaceId,RepositoryId,AlertId,Description,Title,AlertKey,Severity,ComponentType,Sources,DiscoveryDate
1,4085,1751,3450645,"The http_basic_authenticate_with method in actionpack/lib/action_controller/metal/http_authentication.rb in the Basic Authentication implementation in Action Controller in Ruby on Rails before 3.2.22.1, 4.0.x and 4.1.x before 4.1.14.1, 4.2.x before 4.2.5.1, and 5.x before 5.0.0.beta1.1 does not use a constant-time algorithm for verifying credentials, which makes it easier for remote attackers to bypass authentication by measuring timing differences.",CVE-2015-7576,v6:8ee5de0e86614d99ab040c569963b342,1,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2015-7576""}}",2020-07-17 16:47:46.3472719
1,4085,1751,4926659,"Impact ------ Impacted code uses `authenticate_or_request_with_http_token` or `authenticate_with_http_token` for request authentication.  Impacted code will look something like this:  ``` class PostsController < ApplicationController   before_action :authenticate    private    def authenticate     authenticate_or_request_with_http_token do |token, options|       # ...     end   end end ```  All users running an affected release should either upgrade or use one of the workarounds immediately.  Releases -------- The fixed releases are available at the normal locations.  Workarounds ----------- The following monkey patch placed in an initializer can be used to work around the issue:  ```ruby module ActionController::HttpAuthentication::Token   AUTHN_PAIR_DELIMITERS = /(?:,|;|\t)/ end ```  Patches ------- To aid users who aren't able to upgrade immediately we have provided patches for the two supported release series. They are in git-am format and consist of a single changeset.  * 5-2-http-authentication-dos.patch - Patch for 5.2 series * 6-0-http-authentication-dos.patch - Patch for 6.0 series * 6-1-http-authentication-dos.patch - Patch for 6.1 series  Please note that only the 6.1.Z, 6.0.Z, and 5.2.Z series are supported at present. Users of earlier unsupported releases are advised to upgrade as soon as possible as we cannot guarantee the continued availability of security fixes for unsupported releases.  Credits ------- Thank you to https://hackerone.com/wonda_tea_coffee for reporting this issue!",CVE-2021-22904,v6:43008e6561a84ba9900c23e2e2f60f6e,2,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/releases/tag/v5.2.4.6""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-22904""}}",2021-05-06 00:13:54.6144164
1,4085,1751,4926660,"Impact ------ There is a possible information disclosure / unintended method execution vulnerability in Action Pack when using the `redirect_to` or `polymorphic_url` helper with untrusted user input.  Vulnerable code will look like this.  ``` redirect_to(params[:some_param]) ```  All users running an affected release should either upgrade or use one of the workarounds immediately.  Releases -------- The FIXED releases are available at the normal locations.  Workarounds ----------- To work around this problem, it is recommended to use an allow list for valid parameters passed from the user.  For example,  ``` private def check(param)   case param   when ""valid""     param   else     ""/""   end end  def index   redirect_to(check(params[:some_param])) end ```  Or force the user input to be cast to a string like this,  ``` def index   redirect_to(params[:some_param].to_s) end ```  Patches ------- To aid users who aren't able to upgrade immediately we have provided patches for the two supported release series. They are in git-am format and consist of a single changeset.  * 5-2-information-disclosure.patch - Patch for 5.2 series * 6-0-information-disclosure.patch - Patch for 6.0 series * 6-1-information-disclosure.patch - Patch for 6.1 series  Please note that only the 5.2, 6.0, and 6.1 series are supported at present. Users of earlier unsupported releases are advised to upgrade as soon as possible as we cannot guarantee the continued availability of security fixes for unsupported releases.  Credits -------  Thanks to Benoit Côté-Jodoin from Shopify for reporting this.",CVE-2021-22885,v6:a7f2fa72846047d8bfe9d72b9fa62ac1,2,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/releases/tag/v5.2.4.6""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2021-22885""}}",2021-05-06 00:13:54.6144164
1,4085,1751,6612526,"Action Pack is a framework for handling and responding to web requests. Under certain circumstances response bodies will not be closed. In the event a response is *not* notified of a `close`, `ActionDispatch::Executor` will not know to reset thread local state for the next request. This can lead to data being leaked to subsequent requests.This has been fixed in Rails 7.0.2.1, 6.1.4.5, 6.0.4.5, and 5.2.6.1. Upgrading is highly recommended, but to work around this problem a middleware described in GHSA-wh98-p28r-vrc9 can be used.",CVE-2022-23633,v6:ad54402e843c474889a3ca5a621820f4,1,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-23633""}}",2022-02-14 07:05:14.2165656
1,4085,1751,8219960,"There is a possible regular expression based DoS vulnerability in Action Dispatch. This vulnerability has been assigned the CVE identifier CVE-2023-22792.  Versions Affected: >= 3.0.0 Not affected: < 3.0.0 Fixed Versions: 5.2.8.15 (Rails LTS), 6.1.7.1, 7.0.4.1 Impact  Specially crafted cookies, in combination with a specially crafted X_FORWARDED_HOST header can cause the regular expression engine to enter a state of catastrophic backtracking. This can cause the process to use large amounts of CPU and memory, leading to a possible DoS vulnerability All users running an affected release should either upgrade or use one of the workarounds immediately. Releases  The FIXED releases are available at the normal locations. Workarounds  We recommend that all users upgrade to one of the FIXED versions. In the meantime, users can mitigate this vulnerability by using a load balancer or other device to filter out malicious X_FORWARDED_HOST headers before they reach the application. Patches  To aid users who aren’t able to upgrade immediately we have provided patches for the two supported release series. They are in git-am format and consist of a single changeset.      6-1-Use-string-split-instead-of-regex-for-domain-parts.patch - Patch for 6.1 series     7-0-Use-string-split-instead-of-regex-for-domain-parts.patch - Patch for 7.0 series  Please note that only the 7.0.Z and 6.1.Z series are supported at present, and 6.0.Z for severe vulnerabilities. Users of earlier unsupported releases are advised to upgrade as soon as possible as we cannot guarantee the continued availability of security fixes for unsupported releases.  https://rubyonrails.org/2023/1/17/Rails-Versions-6-0-6-1-6-1-7-1-7-0-4-1-have-been-released ",CVE-2023-22792,v6:9374ff68681549138ca25b4033d34f67,0,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/releases/tag/v7.0.4.1""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2023-22792""}}",2023-01-19 08:24:56.1746928
1,4085,1751,8219961,"There is a possible regular expression based DoS vulnerability in Action Dispatch related to the If-None-Match header. This vulnerability has been assigned the CVE identifier CVE-2023-22795.  Versions Affected: All Not affected: None Fixed Versions: 5.2.8.15 (Rails LTS), 6.1.7.1, 7.0.4.1  Impact  A specially crafted HTTP If-None-Match header can cause the regular expression engine to enter a state of catastrophic backtracking, when on a version of Ruby below 3.2.0. This can cause the process to use large amounts of CPU and memory, leading to a possible DoS vulnerability All users running an affected release should either upgrade or use one of the workarounds immediately. Releases  The FIXED releases are available at the normal locations. Workarounds  We recommend that all users upgrade to one of the FIXED versions. In the meantime, users can mitigate this vulnerability by using a load balancer or other device to filter out malicious If-None-Match headers before they reach the application.  Users on Ruby 3.2.0 or greater are not affected by this vulnerability. Patches  To aid users who aren’t able to upgrade immediately we have provided patches for the two supported release series. They are in git-am format and consist of a single changeset.      6-1-Avoid-regex-backtracking-on-If-None-Match-header.patch - Patch for 6.1 series     7-0-Avoid-regex-backtracking-on-If-None-Match-header.patch - Patch for 7.0 series  Please note that only the 7.0.Z and 6.1.Z series are supported at present, and 6.0.Z for severe vulnerabilities. Users of earlier unsupported releases are advised to upgrade as soon as possible as we cannot guarantee the continued availability of security fixes for unsupported releases.",CVE-2023-22795,v6:e7dabfbb2e284a9081309731320711f7,0,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/releases/tag/v7.0.4.1""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2023-22795""}}",2023-01-19 08:24:56.1746928
1,4085,1751,8222949,** DISPUTED ** A vulnerability classified as problematic has been found in Ruby on Rails. This affects an unknown part of the file actionpack/lib/action_dispatch/middleware/templates/routes/_table.html.erb. The manipulation leads to cross site scripting. It is possible to initiate the attack remotely. The real existence of this vulnerability is still doubted at the moment. The name of the patch is be177e4566747b73ff63fd5f529fab564e475ed4. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-212319. NOTE: Maintainer declares that there isn���t a valid attack vector. The issue was wrongly reported as a security vulnerability by a non-member of the Rails team.,CVE-2022-3704,v6:5aa1705cfc1544b984ac6f7c068b8b38,1,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-3704""}}",2023-01-27 07:05:47.9555208
1,4085,1751,7170870,"There is a possible XSS vulnerability in Action View tag helpers.  Passing untrusted input as hash keys can lead to a possible XSS vulnerability. This vulnerability has been assigned the CVE identifier CVE-2022-27777.  Versions Affected:  ALL Not affected:       NONE Fixed Versions:     7.0.2.4, 6.1.5.1, 6.0.4.8, 5.2.7.1  ## Impact  If untrusted data is passed as the hash key for tag attributes, there is a possibility that the untrusted data may not be properly escaped which can lead to an XSS vulnerability.  Impacted code will look something like this:  ``` check_box_tag('thename', 'thevalue', false, aria: { malicious_input => 'thevalueofaria' }) ```  Where the ""malicious_input"" variable contains untrusted data.  All users running an affected release should either upgrade or use one of the workarounds immediately.  ## Releases  The FIXED releases are available at the normal locations.  ## Workarounds  Escape the untrusted data before using it as a key for tag helper methods. ",CVE-2022-27777,v6:2a2020ee23154bbdb82637b03c884217,1,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-27777""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-27777""}}",2022-04-30 22:11:02.4590719
1,4085,1751,3823138,"There is a potential Cross-Site Scripting (XSS) vulnerability in Action View's translation helpers. Views that allow the user to control the default (not found) value of the `t` and `translate` helpers could be susceptible to XSS attacks.  ### Impact  When an HTML-unsafe string is passed as the default for a missing translation key [named `html` or ending in `_html`](https://guides.rubyonrails.org/i18n.html#using-safe-html-translations), the default string is incorrectly marked as HTML-safe and not escaped. Vulnerable code may look like the following examples:  ```erb <%# The welcome_html translation is not defined for the current locale: %> <%= t(""welcome_html"", default: untrusted_user_controlled_string) %>  <%# Neither the title.html translation nor the missing.html translation is defined for the current locale: %> <%= t(""title.html"", default: [:""missing.html"", untrusted_user_controlled_string]) %> ```  ### Patches  Patched Rails versions, 6.0.3.3 and 5.2.4.4, are available from the normal locations.  The patches have also been applied to the `master`, `6-0-stable`, and `5-2-stable` branches on GitHub. If you track any of these branches, you should update to the latest.  To aid users who aren’t able to upgrade immediately, we’ve provided patches for the two supported release series. They are in git-am format and consist of a single changeset.  * [5-2-translate-helper-xss.patch](https://gist.github.com/georgeclaghorn/a466e103922ee81f24c32c9034089442#file-5-2-translate-helper-xss-patch) — patch for the 5.2 release series * [6-0-translate-helper-xss.patch](https://gist.github.com/georgeclaghorn/a466e103922ee81f24c32c9034089442#file-6-0-translate-helper-xss-patch) — patch for the 6.0 release series  Please note that only the 5.2 and 6.0 release series are currently supported. Users of earlier, unsupported releases are advised to update as soon as possible, as we cannot provide security fixes for unsupported releases.  ### Workarounds  Impacted users who can’t upgrade to a patched Rails version can avoid this issue ",CVE-2020-15169,v6:00e70954b0504a4cb3655dfad3524f87,1,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/security/advisories/GHSA-cfjv-5498-mph5""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-15169""}}",2020-09-23 23:38:04.7857582
1,4085,1751,3450647,"Directory traversal vulnerability in Action View in Ruby on Rails before 3.2.22.1, 4.0.x and 4.1.x before 4.1.14.1, 4.2.x before 4.2.5.1, and 5.x before 5.0.0.beta1.1 allows remote attackers to read arbitrary files by leveraging an application's unrestricted use of the render method and providing a .. (dot dot) in a pathname.",CVE-2016-0752,v6:a1b7a80fe5c64f5bb2744e6a024b6b43,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-0752""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450649,"# File Content Disclosure in Action View  Impact  ------  There is a possible file content disclosure vulnerability in Action View.  Specially crafted accept headers in combination with calls to `render file:`  can cause arbitrary files on the target server to be rendered, disclosing the  file contents.   The impact is limited to calls to `render` which render file contents without  a specified accept format.  Impacted code in a controller looks something like  this:   ```  class UserController < ApplicationController    def index      render file: ""#{Rails.root}/some/file""    end  end  ```   Rendering templates as opposed to files is not impacted by this vulnerability.   All users running an affected release should either upgrade or use one of the  workarounds immediately.   Releases  --------  The 6.0.0.beta3, 5.2.2.1, 5.1.6.2, 5.0.7.2, and 4.2.11.1 releases are  available at the normal locations.   Workarounds  -----------  This vulnerability can be mitigated by specifying a format for file rendering,  like this:   ```  class UserController < ApplicationController    def index      render file: ""#{Rails.root}/some/file"", formats: [:html]    end  end  ```   In summary, impacted calls to `render` look like this:   ```  render file: ""#{Rails.root}/some/file""  ```   The vulnerability can be mitigated by changing to this:   ```  render file: ""#{Rails.root}/some/file"", formats: [:html]  ```   Other calls to `render` are not impacted.   Alternatively, the following monkey patch can be applied in an initializer:   ```  $ cat config/initializers/formats_filter.rb  # frozen_string_literal: true   ActionDispatch::Request.prepend(Module.new do    def formats      super().select do |format|        format.symbol || format.ref == ""*/*""      end    end  end)  ```   Credits  -------  Thanks to John Hawthorn <john@hawthorn.email> of GitHub ",CVE-2019-5418,v6:dcef9f240a4a4776a1ae82a133b81f44,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-5418""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2019-5418""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450651,The is a code injection vulnerability in versions of Rails prior to 5.0.1 that wouldallow an attacker who controlled the `locals` argument of a `render` call to perform a RCE.,CVE-2020-8163,v6:716465e75847403db9a4938974b542c9,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2020-8163""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-8163""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450646,"Cross-site scripting (XSS) vulnerability in Action View in Ruby on Rails 3.x before 3.2.22.3, 4.x before 4.2.7.1, and 5.x before 5.0.0.1 might allow remote attackers to inject arbitrary web script or HTML via text declared as ""HTML safe"" and used as attribute values in tag handlers.",CVE-2016-6316,v6:c8a6f759dac74577bb6c541a8d1ebf89,1,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-6316""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-6316""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450648,"# Denial of Service Vulnerability in Action View  Impact  ------  Specially crafted accept headers can cause the Action View template location  code to consume 100% CPU, causing the server unable to process requests.  This  impacts all Rails applications that render views.   All users running an affected release should either upgrade or use one of the  workarounds immediately.   Releases  --------  The 6.0.0.beta3, 5.2.2.1, 5.1.6.2, 5.0.7.2, and 4.2.11.1 releases are  available at the normal locations.   Workarounds  -----------  This vulnerability can be mitigated by wrapping `render` calls with  `respond_to` blocks.  For example, the following example is vulnerable:   ```  class UserController < ApplicationController    def index      render ""index""    end  end  ```   But the following code is not vulnerable:   ```  class UserController < ApplicationController    def index      respond_to |format|        format.html { render ""index"" }      end    end  end  ```   Implicit rendering is impacted, so this code is vulnerable:   ```  class UserController < ApplicationController    def index    end  end  ```   But can be changed this this:   ```  class UserController < ApplicationController    def index      respond_to |format|        format.html { render ""index"" }      end    end  end  ```   Alternatively to specifying the format, the following monkey patch can be  applied in an initializer:   ```  $ cat config/initializers/formats_filter.rb  # frozen_string_literal: true   ActionDispatch::Request.prepend(Module.new do    def formats      super().select do |format|        format.symbol || format.ref == ""*/*""      end    end  end)  ```   Please note that only the 5.2.x, 5.1.x, 5.0.x, and 4.2.x series are supported  at present. Users of earlier unsupported releases are advised to upgrade as  soon as possible as we cannot guarantee the continued availability of security  fixes for unsupported releases.   Also note that the patches for this vulnerability are the same as CVE-2019-5418.   Credits  -------  Thanks to John H",CVE-2019-5419,v6:b535b5a44564491fb58c7a62c56c5f11,3,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2019-5419""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450650,"There is a possible cross site scripting (XSS) vulnerability in ActionView's JavaScript literal escape helpers.  Views that use the `j` or `escape_javascript` methods may be susceptible to XSS attacks.  ### Impact  There is a possible XSS vulnerability in the `j` and `escape_javascript` methods in ActionView.  These methods are used for escaping JavaScript string literals.  Impacted code will look something like this:  ```erb <script>let a = `<%= j unknown_input %>`</script> ```  or  ```erb <script>let a = `<%= escape_javascript unknown_input %>`</script> ```  ### Releases  The 6.0.2.2 and 5.2.4.2 releases are available at the normal locations.  ### Workarounds  For those that can't upgrade, the following monkey patch may be used:  ```ruby ActionView::Helpers::JavaScriptHelper::JS_ESCAPE_MAP.merge!(   {     ""`"" => ""\\`"",     ""$"" => ""\\$""   } )  module ActionView::Helpers::JavaScriptHelper   alias :old_ej :escape_javascript   alias :old_j :j    def escape_javascript(javascript)     javascript = javascript.to_s     if javascript.empty?       result = """"     else       result = javascript.gsub(/(\\|<\/|\r\n|\342\200\250|\342\200\251|[\n\r""']|[`]|[$])/u, JS_ESCAPE_MAP)     end     javascript.html_safe? ? result.html_safe : result   end    alias :j :escape_javascript end ```  ### Patches  To aid users who aren't able to upgrade immediately we have provided patches for the two supported release series. They are in git-am format and consist of a single changeset.  * [5-2-js-helper-xss.patch](https://gist.github.com/tenderlove/c042ff49f0347c37e99183a6502accc6#file-5-2-js-helper-xss-patch) - Patch for 5.2 series * [6-0-js-helper-xss.patch](https://gist.github.com/tenderlove/c042ff49f0347c37e99183a6502accc6#file-6-0-js-helper-xss-patch) - Patch for 6.0 series  Please note that only the 5.2 and 6.0 series are supported at present. Users of earlier unsupported releases are advised to upgrade as soon as possible as we cannot guarantee the continued availability of security fixes for unsupported releases.  ### Credits  Thanks ",CVE-2020-5267,v6:b403566f8a6c45c987243d67b5c0d042,1,6,"{""GitHubAdvisories"":{""Url"":""https://github.com/rails/rails/security/advisories/GHSA-65cv-r6x7-79hv""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-5267""}}",2020-07-17 16:47:48.4253574
1,4085,1751,3450652,A Broken Access Control vulnerability in Active Job versions >= 4.2.0 allows an attacker to craft user input which can cause Active Job to deserialize it using GlobalId and give them access to information that they should not have.,CVE-2018-16476,v6:0cb8953fae784ef3801c6948abf5caa3,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2018-16476""}}",2020-07-17 16:47:49.8003649
1,4085,1751,3450653,"Active Model in Ruby on Rails 4.1.x before 4.1.14.1, 4.2.x before 4.2.5.1, and 5.x before 5.0.0.beta1.1 supports the use of instance-level writers for class accessors, which allows remote attackers to bypass intended validation steps via crafted parameters.",CVE-2016-0753,v6:bff0fe407672405b8d2f0cc99d7f294a,1,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-0753""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-0753""}}",2020-07-17 16:47:51.2848034
1,4085,1751,3450654,"Action Record in Ruby on Rails 4.2.x before 4.2.7.1 does not properly consider differences in parameter handling between the Active Record component and the JSON implementation, which allows remote attackers to bypass intended database-query restrictions and perform NULL checks or trigger missing WHERE clauses via a crafted request, as demonstrated by certain ""[nil]"" values, a related issue to CVE-2012-2660, CVE-2012-2694, and CVE-2013-0155.",CVE-2016-6317,v6:d6c5ad4c070a48e49be7c5967209d4ca,2,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2016-6317""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2016-6317""}}",2020-07-17 16:47:52.8629421
1,4085,1751,7465918,"When serialized columns that use YAML (the default) are deserialized, Rails uses YAML.unsafe_load to convert the YAML data in to Ruby objects. If an attacker can manipulate data in the database (via means like SQL injection), then it may be possible for the attacker to escalate to an RCE.  There are no feasible workarounds for this issue, but other coders (such as JSON) are not impacted.",CVE-2022-32224,v6:3e02c1129dcc44e39302e7b3966fa002,3,6,"{""GitHubAdvisories"":{""Url"":""https://nvd.nist.gov/vuln/detail/CVE-2022-32224""},""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2022-32224""}}",2022-07-20 00:18:21.2927202
1,4085,1751,3450655,"activerecord/lib/active_record/nested_attributes.rb in Active Record in Ruby on Rails 3.1.x and 3.2.x before 3.2.22.1, 4.0.x and 4.1.x before 4.1.14.1, 4.2.x before 4.2.5.1, and 5.x before 5.0.0.beta1.1 does not properly implement a certain destroy option, which allows remote attackers to bypass intended change restrictions by leveraging use of the nested attributes feature.",CVE-2015-7577,v6:3f2db1ec9bfb45718d501d9f760919bc,1,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2015-7577""}}",2020-07-17 16:47:52.8629421
1,4085,1751,8222950,"A vulnerability in ActiveRecord <6.0.6.1, v6.1.7.1 and v7.0.4.1 related to the sanitization of comments. If malicious user input is passed to either the `annotate` query method, the `optimizer_hints` query method, or through the QueryLogs interface which automatically adds annotations, it may be sent to the database withinsufficient sanitization and be able to inject SQL outside of the comment.",CVE-2023-22794,v6:4d2bb516a70949c6a00ba8c2e83abc75,3,6,"{""WhiteSource"":{""Url"":""https://vuln.whitesourcesoftware.com/vulnerability/CVE-2023-22794""}}",2023-01-27 07:05:47.9555208
